Nome,Ultimo,%,Ora,Min,Max,Riferimento,,Link,SFDR
Amundi Label Isr Actions Monde Ucits Etf Acc,"11,211","-0,29",17:35:28,"11,152","11,211","11,211",,/borsa/etf/scheda/FR001400SDM0-XPAR.html?lang=it,Art. 8
Amundi Label Isr Actions Usa Ucits Etf Acc,"10,951","+0,07",17:35:18,"10,923","10,951","10,951",,/borsa/etf/scheda/FR001400SDN8-XPAR.html?lang=it,Art. 8
Amundi Msci Europe Ex Switzerland Esg Broad Transition Ucits Etf Acc,"374,0449","-0,54",17:35:08,"372,1863","374,4453","374,0449",,/borsa/etf/scheda/LU1681044308-XPAR.html?lang=it,Art. 8
Amundi Msci Europe Screened Ucits Etf Acc,"5,531","-0,59",17:35:27,"5,531","5,532","5,531",,/borsa/etf/scheda/LU3086388124-XPAR.html?lang=it,Art. 8
Amundi Msci Europe Small Cap Esg Broad Transition Ucits Etf Acc,"165,1481","-0,74",16:55:06,"164,5588","165,4399","164,9335",,/borsa/etf/scheda/LU1681041544-XPAR.html?lang=it,Art. 8
Amundi Msci Europe Sri Climate Paris Aligned - Ucits Etf Dr (C),"86,707","-0,06",17:35:00,"86,29","86,707","86,707",,/borsa/etf/scheda/LU1861137484-XPAR.html?lang=it,Art. 8
Amundi Msci Europe Sri Climate Paris Aligned - Ucits Etf Dr (C),"86,70","-0,30",17:35:03,"86,70","86,82","86,70",,/borsa/etf/scheda/LU1861137484-ETFP.html?lang=it,Art. 8
Amundi Msci Europe Sri Climate Paris Aligned - Ucits Etf Dr (D),,,,,,"67,51",,/borsa/etf/scheda/LU2059756598-ETFP.html?lang=it,Art. 8
Amundi Msci Japan Esg Broad Transition Ucits Etf Eur Acc,"318,45","-0,93",16:26:30,"318,45","320,81","319,02",,/borsa/etf/scheda/LU1602144732-ETFP.html?lang=it,Art. 8
Amundi Msci Japan Esg Broad Transition Ucits Etf Eur Acc,"319,093","-0,75",17:35:20,"318,4593","320,775","319,093",,/borsa/etf/scheda/LU1602144732-XPAR.html?lang=it,Art. 8
Amundi Msci Japan Sri Climate Paris Aligned Ucits Etf Dr - Hedged Eur (D),"33,886","-0,78",14:39:28,"33,886","33,887","33,744",,/borsa/etf/scheda/LU1646360542-XPAR.html?lang=it,Art. 8
Amundi Msci Millennials Ucits Etf Acc,"15,008","+0,23",09:04:13,"15,008","15,008","14,94",,/borsa/etf/scheda/LU2023678449-ETFP.html?lang=it,Art. 8
Amundi Msci Millennials Ucits Etf Acc,"14,975","+0,11",14:37:37,"14,975","15,008","14,945",,/borsa/etf/scheda/LU2023678449-XPAR.html?lang=it,Art. 8
Amundi Msci New Energy Ucits Etf Acc,"21,715","-0,07",17:35:25,"21,59","21,90","21,715",,/borsa/etf/scheda/FR0014002CG3-ETFP.html?lang=it,Art. 8
Amundi Msci New Energy Ucits Etf Acc,"21,71","-0,71",17:35:15,"21,637","21,867","21,71",,/borsa/etf/scheda/FR0014002CG3-XPAR.html?lang=it,Art. 8
Amundi Msci New Energy Ucits Etf Dist,"44,215","+0,02",17:35:17,"44,04","44,70","44,215",,/borsa/etf/scheda/FR0010524777-ETFP.html?lang=it,Art. 8
Amundi Msci New Energy Ucits Etf Dist,"44,204","+0,08",17:35:14,"44,001","44,644","44,204",,/borsa/etf/scheda/FR0010524777-XPAR.html?lang=it,Art. 8
Amundi Msci North America Esg Broad Transition Ucits Etf Acc,"190,935","-0,14",13:07:27,"190,429","190,935","191,116",,/borsa/etf/scheda/IE000MYCJA42-XAMC.html?lang=it,Art. 8
Amundi Msci North America Esg Broad Transition Ucits Etf Acc,"163,364","+0,07",17:35:05,"163,053","163,364","163,364",,/borsa/etf/scheda/IE000MYCJA42-XPAR.html?lang=it,Art. 8
Amundi Msci North America Esg Broad Transition Ucits Etf Acc,"163,15","-0,13",14:19:16,"162,84","163,15","163,25",,/borsa/etf/scheda/IE000MYCJA42-ETFP.html?lang=it,Art. 8
Amundi Msci Pacific Ex Japan Sri Climate Paris Aligned - Ucits Etf Dr - Eur (C),"653,30","-1,00",17:35:12,"653,30","658,00","653,30",,/borsa/etf/scheda/LU1602144906-XPAR.html?lang=it,Art. 8
Amundi Msci Pacific Ex Japan Sri Climate Paris Aligned - Ucits Etf Dr - Eur (C),"654,41","-0,85",09:04:14,"654,41","654,58","653,45",,/borsa/etf/scheda/LU1602144906-ETFP.html?lang=it,Art. 8
Amundi Msci Water Ucits Etf Acc,"6,943","-0,33",17:35:13,"6,941","6,967","6,943",,/borsa/etf/scheda/FR0014002CH1-XPAR.html?lang=it,Art. 8
Amundi Msci Water Ucits Etf Dist,"69,624","-0,53",17:35:09,"69,624","70,051","69,624",,/borsa/etf/scheda/FR0010527275-XPAR.html?lang=it,Art. 8
Amundi Msci Water Ucits Etf Dist,"69,73","-0,24",17:35:14,"69,67","70,23","69,73",,/borsa/etf/scheda/FR0010527275-ETFP.html?lang=it,Art. 8
Amundi Msci World Catholic Principles - Ucits Etf Acc,"38,04","+0,54",16:59:28,"37,73","38,04","37,98",,/borsa/etf/scheda/LU2216829809-ETFP.html?lang=it,Art. 8
Amundi Msci World Climate Paris Aligned Ucits Etf - Acc,"86,078","-0,20",17:35:13,"85,885","86,313","86,078",,/borsa/etf/scheda/IE000CL68Z69-XPAR.html?lang=it,Art. 8
Amundi Msci World Climate Paris Aligned Ucits Etf - Acc,"86,26","-0,05",17:35:01,"85,93","86,27","86,26",,/borsa/etf/scheda/IE000CL68Z69-ETFP.html?lang=it,Art. 8
Amundi Msci World Esg Broad Transition Ucits Etf Acc,"576,602","-0,15",17:35:25,"576,161","576,602","576,602",,/borsa/etf/scheda/IE0001GSQ2O9-XPAR.html?lang=it,Art. 8
Amundi Msci World Esg Broad Transition Ucits Etf Acc,"575,36","-0,30",13:04:52,"574,64","575,78","576,22",,/borsa/etf/scheda/IE0001GSQ2O9-ETFP.html?lang=it,Art. 8
Amundi Msci World Esg Broad Transition Ucits Etf Dist,"9,328","-0,19",17:35:07,"9,324","9,329","9,328",,/borsa/etf/scheda/IE000PB4LRO2-XPAR.html?lang=it,Art. 8
Amundi Msci World Esg Broad Transition Ucits Etf Dist,,,,,,"9,329",,/borsa/etf/scheda/IE000PB4LRO2-ETFP.html?lang=it,Art. 8
Amundi Msci World Esg Selection Ucits Etf Acc,"103,39","+0,20",17:35:15,"102,93","103,47","103,39",,/borsa/etf/scheda/IE00016PSX47-ETFP.html?lang=it,Art. 8
Amundi Msci World Esg Selection Ucits Etf Hedged Eur Acc,,,,"13,253","13,253","13,288",,/borsa/etf/scheda/IE0004CIQ1O4-XPAR.html?lang=it,Art. 8
Amundi Msci World Ex Usa Screened Ucits Etf,,,,,,"230,86",,/borsa/etf/scheda/FR0013209921-ETFP.html?lang=it,Art. 8
Amundi Msci World Screened Ucits Etf Acc,"4,5965","-0,16",17:35:03,"4,5795","4,5965","4,5965",,/borsa/etf/scheda/IE000QWCYQT0-XPAR.html?lang=it,Art. 8
Amundi Msci World Sri Climate Paris Aligned Ucits Etf Acc,"109,39","+0,34",16:21:13,"109,12","109,88","109,60",,/borsa/etf/scheda/IE000Y77LGG9-ETFP.html?lang=it,Art. 8
Amundi Msci World Sri Climate Paris Aligned Ucits Etf Acc,"128,306","+0,51",15:30:15,"127,555","128,463","128,295",,/borsa/etf/scheda/IE000Y77LGG9-XAMC.html?lang=it,Art. 8
Amundi Msci World Sri Climate Paris Aligned Ucits Etf Acc,"109,633","+0,61",17:35:14,"109,15","109,901","109,633",,/borsa/etf/scheda/IE000Y77LGG9-XPAR.html?lang=it,Art. 8
Amundi Msci World Sri Climate Paris Aligned Ucits Etf Acc Eur Hedged,"80,65","+0,62",17:35:00,"80,099","80,837","80,65",,/borsa/etf/scheda/IE000K1P4V37-XPAR.html?lang=it,Art. 8
Amundi Msci World Sri Climate Paris Aligned Ucits Etf Acc Eur Hedged,"80,46","+0,39",16:40:13,"80,11","80,74","80,55",,/borsa/etf/scheda/IE000K1P4V37-ETFP.html?lang=it,Art. 8
Amundi Pea Amerique Latine (Msci Emerging Latin America) Selection Ucits Etf,"28,701","-1,25",17:27:45,"28,501","28,861","28,704",,/borsa/etf/scheda/FR0013412004-XPAR.html?lang=it,Art. 8
Amundi Msci Emerging Markets Esg Broad Transition - Ucits Etf Dr (C),"70,49","+0,79",17:28:53,"70,49","70,49","70,48",,/borsa/etf/scheda/LU2109787049-ETFP.html?lang=it,Art. 8
Amundi Msci Emerging Markets Esg Selection - Ucits Etf Dr (C),"69,40","+0,90",17:05:22,"68,65","69,45","69,32",,/borsa/etf/scheda/LU2109787551-ETFP.html?lang=it,Art. 8
Amundi Msci Emerging Markets Sri Climate Paris Aligned - Ucits Etf Dr (C),"66,373","+1,02",17:35:22,"65,838","66,373","66,373",,/borsa/etf/scheda/LU1861138961-XPAR.html?lang=it,Art. 8
Amundi Msci Emerging Markets Sri Climate Paris Aligned - Ucits Etf Dr (C),"66,25","+0,44",17:35:24,"65,89","66,38","66,25",,/borsa/etf/scheda/LU1861138961-ETFP.html?lang=it,Art. 8
Amundi Msci Emu Esg Broad Transition  Ucits Etf Dist,,,,,,"233,20",,/borsa/etf/scheda/LU0908501132-ETFP.html?lang=it,Art. 8
Amundi Msci Emu Esg Selection - Ucits Etf Dr - Eur (C),"374,40","-0,15",17:35:26,"372,05","374,60","374,40",,/borsa/etf/scheda/LU1602144575-ETFP.html?lang=it,Art. 8
Amundi Msci Emu Esg Selection - Ucits Etf Dr - Eur (C),"373,95","-0,28",17:06:59,"371,70","376,20","374,20",,/borsa/etf/scheda/LU1602144575-XPAR.html?lang=it,Art. 8
Amundi Msci Emu Esg Selection - Ucits Etf Dr - Eur (D),"75,953","-0,30",17:29:44,"75,79","76,147","75,961",,/borsa/etf/scheda/LU2059756325-XPAR.html?lang=it,Art. 8
Amundi Msci Emu Sri Climate Paris Aligned - Ucits Etf Dr (C),,,,"94,151","94,151","94,293",,/borsa/etf/scheda/LU2109787635-XAMC.html?lang=it,Art. 8
Amundi Msci Emu Sri Climate Paris Aligned - Ucits Etf Dr (C),"102,60","-0,43",17:35:03,"102,32","102,66","102,60",,/borsa/etf/scheda/LU2109787635-XPAR.html?lang=it,Art. 8
Amundi Msci Emu Sri Climate Paris Aligned - Ucits Etf Dr (C),,,,,,"102,48",,/borsa/etf/scheda/LU2109787635-ETFP.html?lang=it,Art. 8
Amundi Msci Europe Climate Paris Aligned Ucits Etf Acc,"92,00","-0,30",14:10:39,"91,34","92,00","91,65",,/borsa/etf/scheda/LU2130768844-XPAR.html?lang=it,Art. 8
Amundi Msci Europe Climate Paris Aligned Ucits Etf Acc,"91,14","-1,16",10:56:39,"91,14","91,53","91,67",,/borsa/etf/scheda/LU2130768844-ETFP.html?lang=it,Art. 8
Amundi Msci Europe Esg Broad Transition - Ucits Etf Dr - Eur (C),,,,"482,9588","482,9588","483,0096",,/borsa/etf/scheda/LU1681042609-XAMC.html?lang=it,Art. 8
Amundi Msci Europe Esg Broad Transition - Ucits Etf Dr - Eur (C),"412,85","-0,48",16:45:58,"411,70","414,00","412,60",,/borsa/etf/scheda/LU1681042609-ETFP.html?lang=it,Art. 8
Amundi Msci Europe Esg Broad Transition - Ucits Etf Dr - Eur (C),"412,8384","-0,44",16:50:56,"410,919","413,5949","412,6039",,/borsa/etf/scheda/LU1681042609-XPAR.html?lang=it,Art. 8
Amundi Msci Europe Esg Selection Ucits Etf Acc,"39,165","-0,58",16:03:54,"39,005","39,24","39,20",,/borsa/etf/scheda/LU1940199711-ETFP.html?lang=it,Art. 8
Amundi Msci Europe Esg Selection Ucits Etf Acc,"39,208","-0,37",17:35:07,"38,966","39,253","39,208",,/borsa/etf/scheda/LU1940199711-XPAR.html?lang=it,Art. 8
Amundi Msci Europe Esg Selection Ucits Etf Eur Hedged Acc,"28,638","-0,41",16:28:41,"28,607","28,809","28,633",,/borsa/etf/scheda/LU1940199984-XPAR.html?lang=it,Art. 8
Amundi Msci Europe Esg Selection Ucits Etf Eur Hedged Acc,"28,65","-0,38",16:09:35,"28,565","28,755","28,635",,/borsa/etf/scheda/LU1940199984-ETFP.html?lang=it,Art. 8
Amundi Eur Corporate Bond Ex-Financials Esg Ucits Etf Acc,"136,49","-0,14",17:35:20,"136,388","136,534","136,49",,/borsa/etf/scheda/LU1829218822-XPAR.html?lang=it,Art. 8
Amundi Eur Floating Rate Corporate Bond Esg Ucits Etf Acc,"111,97","+0,00",17:35:17,"111,91","111,98","111,97",,/borsa/etf/scheda/LU1681041114-ETFP.html?lang=it,Art. 8
Amundi Eur Floating Rate Corporate Bond Esg Ucits Etf Gbp Hedged Acc,,,,"61,413","61,413","61,343",,/borsa/etf/scheda/LU1923163676-XPMC.html?lang=it,Art. 8
Amundi Eur Floating Rate Corporate Bond Esg Ucits Etf Usd Hedged Acc,,,,"63,625","63,625","63,587",,/borsa/etf/scheda/LU1923163759-XPMC.html?lang=it,Art. 8
Amundi Eur High Yield Corporate Bond Esg Ucits Etf Acc,,,,"11,001","11,001","10,979",,/borsa/etf/scheda/LU2346257210-XPAR.html?lang=it,Art. 8
Amundi Eur High Yield Corporate Bond Esg Ucits Etf Acc,"10,974","-0,22",17:35:26,"10,966","10,984","10,974",,/borsa/etf/scheda/LU2346257210-ETFP.html?lang=it,Art. 8
Amundi Eur High Yield Corporate Bond Esg Ucits Etf Dist,"106,71","-0,09",17:35:14,"106,24","106,76","106,71",,/borsa/etf/scheda/LU1812090543-ETFP.html?lang=it,Art. 8
Amundi Eur High Yield Corporate Bond Esg Ucits Etf Dist,"106,597","-0,01",17:35:01,"106,597","106,722","106,597",,/borsa/etf/scheda/LU1812090543-XPAR.html?lang=it,Art. 8
Amundi Euro Aggregate Bond Esg - Ucits Etf Dr (C),"45,53","-0,01",17:35:08,"45,41","45,53","45,53",,/borsa/etf/scheda/LU2182388236-ETFP.html?lang=it,Art. 8
Amundi Euro Aggregate Bond Esg - Ucits Etf Dr (C),"45,525","-0,02",17:35:22,"45,40","45,53","45,525",,/borsa/etf/scheda/LU2182388236-XPAR.html?lang=it,Art. 8
Amundi Euro Corp 0-1y Esg Ucits Etf Dr (C),,,,"54,78","54,78","54,84",,/borsa/etf/scheda/LU2300294316-XPAR.html?lang=it,Art. 8
Amundi Euro High Yield Bond Esg Ucits Etf Dist,"123,52","-0,10",17:35:01,"123,39","123,78","123,52",,/borsa/etf/scheda/LU1215415214-XPAR.html?lang=it,Art. 8
Amundi Euro High Yield Bond Esg Ucits Etf Dist,"123,53","-0,17",16:11:26,"123,36","123,73","123,58",,/borsa/etf/scheda/LU1215415214-ETFP.html?lang=it,Art. 8
Amundi Euro High Yield Bond Esg Ucits Etf Dr -Eur (C),"264,3156","-0,01",17:35:04,"263,458","264,3156","264,3156",,/borsa/etf/scheda/LU1681040496-XPAR.html?lang=it,Art. 8
Amundi Floating Rate Euro Corporate Esg Ucits Etf Dr - Eur (C),"111,9127","-0,03",17:35:28,"111,8532","111,976","111,9127",,/borsa/etf/scheda/LU1681041114-XPAR.html?lang=it,Art. 8
Amundi Floating Rate Usd Corporate Esg Ucits Etf Dr - Usd (C),"56,0079","-0,08",17:35:19,"56,0003","56,0612","56,0079",,/borsa/etf/scheda/LU1681041031-XPAR.html?lang=it,Art. 8
Amundi Floating Rate Usd Corporate Esg Ucits Etf Dr - Usd (C),,,,"136,4643","136,4643","136,4316",,/borsa/etf/scheda/LU1681040900-XPMC.html?lang=it,Art. 8
Amundi Glbhgyld Crptbnd Esg $ Ucits Etf,"21,335","-0,02",11:56:43,"21,335","21,34","21,285",,/borsa/etf/scheda/LU2099295466-ETFP.html?lang=it,Art. 8
Amundi Glbhgyld Crptbnd Esg € Ucits Etf,"22,47","-0,64",17:35:11,"22,47","22,57","22,47",,/borsa/etf/scheda/LU2099296274-ETFP.html?lang=it,Art. 8
Amundi Glbl Agg Green Bond Ucits Etf A,"48,855","-0,18",17:35:25,"48,74","48,855","48,855",,/borsa/etf/scheda/LU1563454310-ETFP.html?lang=it,Art. 8
Amundi S&P 500 Screened Ucits Etf - Acc,"177,40","-0,10",16:42:01,"176,94","177,40","177,87",,/borsa/etf/scheda/IE000KXCEXR3-ETFP.html?lang=it,Art. 8
Amundi S&P 500 Screened Ucits Etf - Acc,"208,096","+0,14",17:05:07,"206,747","208,096","208,231",,/borsa/etf/scheda/IE000KXCEXR3-XAMC.html?lang=it,Art. 8
Amundi S&P 500 Screened Ucits Etf - Acc,"177,993","+0,24",17:35:21,"176,87","177,993","177,993",,/borsa/etf/scheda/IE000KXCEXR3-XPAR.html?lang=it,Art. 8
Amundi S&P 500 Screened Ucits Etf - Acc Eur Hedged,"100,90","+0,12",17:05:15,"100,46","100,90","100,97",,/borsa/etf/scheda/IE00058MW3M8-ETFP.html?lang=it,Art. 8
Amundi S&P 500 Screened Ucits Etf - Acc Eur Hedged,"100,969","+0,15",17:35:07,"100,343","100,978","100,969",,/borsa/etf/scheda/IE00058MW3M8-XPAR.html?lang=it,Art. 8
Amundi S&P Eurozone Climate Paris Aligned Ucits Etf Acc,"39,00","-0,08",17:35:08,"38,65","39,18","39,00",,/borsa/etf/scheda/LU2195226068-XPAR.html?lang=it,Art. 8
Amundi S&P Eurozone Climate Paris Aligned Ucits Etf Acc,"38,99","-0,05",17:35:26,"38,99","39,115","38,99",,/borsa/etf/scheda/LU2195226068-ETFP.html?lang=it,Art. 8
Amundi S&P Eurozone Dividend Aristocrat Screened Ucits Etf Acc,"13,51","-0,35",16:54:29,"13,462","13,528","13,488",,/borsa/etf/scheda/LU0959210781-XPAR.html?lang=it,Art. 8
Amundi S&P Eurozone Dividend Aristocrat Screened Ucits Etf Dist,"136,22","-0,35",16:00:37,"135,84","136,22","136,06",,/borsa/etf/scheda/LU0959210278-XPAR.html?lang=it,Art. 8
Amundi S&P World Communication Services Screened Ucits Etf Acc,"20,33","-0,24",17:35:04,"20,231","20,343","20,33",,/borsa/etf/scheda/IE000EFHIFG3-XPAR.html?lang=it,Art. 8
Amundi S&P World Communication Services Screened Ucits Etf Acc,"20,24","-0,74",17:12:10,"20,21","20,325","20,325",,/borsa/etf/scheda/IE000EFHIFG3-ETFP.html?lang=it,Art. 8
Amundi S&P World Consumer Discretionary Screened Ucits Etf Acc,"13,056","-0,64",12:49:18,"13,032","13,056","13,138",,/borsa/etf/scheda/IE000NM0ALX6-ETFP.html?lang=it,Art. 8
Amundi S&P World Consumer Discretionary Screened Ucits Etf Acc,"13,029","-0,78",10:41:43,"13,029","13,071","13,142",,/borsa/etf/scheda/IE000NM0ALX6-XPAR.html?lang=it,Art. 8
Amundi S&P World Consumer Staples Screened Ucits Etf Acc,"10,556","+0,36",17:22:38,"10,556","10,556","10,562",,/borsa/etf/scheda/IE000ZIJ5B20-ETFP.html?lang=it,Art. 8
Amundi S&P World Consumer Staples Screened Ucits Etf Acc,"10,512","+0,00",10:46:27,"10,512","10,534","10,56",,/borsa/etf/scheda/IE000ZIJ5B20-XPAR.html?lang=it,Art. 8
Amundi S&P World Energy Screened Ucits Etf Acc,"14,616","+0,41",17:35:25,"14,50","14,698","14,616",,/borsa/etf/scheda/IE000J0LN0R5-ETFP.html?lang=it,Art. 8
Amundi S&P World Energy Screened Ucits Etf Acc,"14,618","+0,54",17:29:00,"14,547","14,70","14,602",,/borsa/etf/scheda/IE000J0LN0R5-XPAR.html?lang=it,Art. 8
Amundi S&P World Financials Screened Ucits Etf Acc,"17,533","-0,72",17:35:23,"17,533","17,587","17,533",,/borsa/etf/scheda/IE000KYX7IP4-XPAR.html?lang=it,Art. 8
Amundi S&P World Health Care Screened Ucits Etf Acc,"10,50","-1,19",15:39:35,"10,50","10,616","10,449",,/borsa/etf/scheda/IE0006FM6MI8-XPAR.html?lang=it,Art. 8
Amundi S&P World Industrials Screened Ucits Etf Acc,"17,658","-0,45",17:35:08,"17,644","17,758","17,658",,/borsa/etf/scheda/IE000LTA2082-ETFP.html?lang=it,Art. 8
Amundi Pea Asie Emergente (Msci Emerging Asia) Screened Ucits Etf,"35,771","+1,19",17:35:21,"35,317","35,776","35,771",,/borsa/etf/scheda/FR0013412012-XPAR.html?lang=it,Art. 8
Amundi Pea Chine (Msci China) Screened Ucits Etf,"10,154","-0,22",17:35:28,"10,14","10,20","10,154",,/borsa/etf/scheda/FR0011871078-XPAR.html?lang=it,Art. 8
