Nome,Ultimo,%,Ora,Min,Max,Riferimento,,Link
"Bnp Paribas Easy Esg Enhanced Us Ucits Etf [Ucits Etf H Eur, C]",,,,"11,3077","11,3077","11,3491",,/borsa/etf/scheda/IE000EETFH77-XPAR.html?lang=it
Bnp Paribas Easy Esg Enhanced World Ucits Etf,,,,,,"12,256",,/borsa/etf/scheda/IE0007QB4QS2-ETFP.html?lang=it
Bnp Paribas Easy Esg Enhanced World Ucits Etf,,,,"12.221,5096","12.221,5096","12.247,2412",,/borsa/etf/scheda/IE000K48NTA1-XPAR.html?lang=it
Bnp Paribas Easy Esg Enhanced World Ucits Etf,,,,"12,2172","12,2172","12,2566",,/borsa/etf/scheda/IE0007QB4QS2-XPAR.html?lang=it
Bnp Paribas Easy Esg Enhanced World Ucits Etf,,,,"11,01","11,01","11,058",,/borsa/etf/scheda/IE000ATQR3N3-XPAR.html?lang=it
Bnp Paribas Easy Esg Eurozone Biodiversity Leaders Pab Ucits Etf Cap,"15,77","-0,35",10:12:19,"15,77","15,782","15,826",,/borsa/etf/scheda/LU2446381555-XPAR.html?lang=it
Bnp Paribas Easy Eur Aggregate Bond Sri Fossil Free Ucits Etf,"10,636","-0,24",09:33:20,"10,636","10,636","10,662",,/borsa/etf/scheda/LU2533812991-XPAR.html?lang=it
Bnp Paribas Easy Eur Aggregate Bond Sri Fossil Free Ucits Etf,,,,,,"10,056",,/borsa/etf/scheda/LU2533812728-ETFP.html?lang=it
Bnp Paribas Easy Eur Aggregate Bond Sri Fossil Free Ucits Etf,,,,,,"10,662",,/borsa/etf/scheda/LU2533812991-ETFP.html?lang=it
Bnp Paribas Easy Eur Aggregate Bond Sri Fossil Free Ucits Etf,,,,,,"10,056",,/borsa/etf/scheda/LU2533812728-XPAR.html?lang=it
Bnp Paribas Easy Eur Corp Bond Sri Fossil Free Ultrashort Duration Ucits Etf,,,,,,"10,914",,/borsa/etf/scheda/LU2533812058-ETFP.html?lang=it
Bnp Paribas Easy Eur Corp Bond Sri Fossil Free Ultrashort Duration Ucits Etf,,,,"10,908","10,908","10,912",,/borsa/etf/scheda/LU2533812058-XPAR.html?lang=it
Bnp Paribas Easy Eur Corp Bond Sri Fossil Free Ultrashort Duration Ucits Etf,,,,"10,178","10,178","10,18",,/borsa/etf/scheda/LU2533811910-XPAR.html?lang=it
Bnp Paribas Easy Eur Corp Bond Sri Pab 1-3y Ucits Etf,"9,7655","-0,04",09:33:33,"9,7642","9,7657","9,7693",,/borsa/etf/scheda/LU2008760592-XPAR.html?lang=it
Bnp Paribas Easy Eur Corp Bond Sri Pab 1-3y Ucits Etf,,,,,,"10,234",,/borsa/etf/scheda/LU2446383254-XPAR.html?lang=it
Bnp Paribas Easy Eur Corp Bond Sri Pab 1-3y Ucits Etf,,,,,,"9,767",,/borsa/etf/scheda/LU2008760592-ETFP.html?lang=it
Bnp Paribas Easy Eur Corp Bond Sri Pab 3-5y Ucits Etf,,,,"11,646","11,646","11,656",,/borsa/etf/scheda/LU2446383338-XPAR.html?lang=it
Bnp Paribas Easy Eur Corp Bond Sri Pab 3-5y Ucits Etf,,,,"9,3353","9,3353","9,3484",,/borsa/etf/scheda/LU2008761053-XPAR.html?lang=it
Bnp Paribas Easy Eur Corp Bond Sri Pab 3-5y Ucits Etf,"9,338","-0,13",09:47:09,"9,338","9,347","9,35",,/borsa/etf/scheda/LU2008761053-ETFP.html?lang=it
Bnp Paribas Easy Eur Corp Bond Sri Pab 7-10y Ucits Etf,,,,,,"10,4462",,/borsa/etf/scheda/LU2742532745-XPAR.html?lang=it
Bnp Paribas Easy Eur Corp Bond Sri Pab 7-10y Ucits Etf,,,,"10,6538","10,6538","10,68",,/borsa/etf/scheda/LU2742532828-XPAR.html?lang=it
Bnp Paribas Easy Eur Corp Bond Sri Pab 7-10y Ucits Etf,,,,,,"10,68",,/borsa/etf/scheda/LU2742532828-ETFP.html?lang=it
Bnp Paribas Easy Eur Corp Bond Sri Pab Ucits Etf,,,,,,"9,4402",,/borsa/etf/scheda/LU1953136287-XPAR.html?lang=it
Bnp Paribas Easy Eur Corp Bond Sri Pab Ucits Etf,,,,"10,5971","10,5971","10,6137",,/borsa/etf/scheda/LU1859444769-XPAR.html?lang=it
Bnp Paribas Easy Eur Corp Bond Sri Pab Ucits Etf,"10,60","-0,06",09:43:50,"10,60","10,60","10,606",,/borsa/etf/scheda/LU1859444769-ETFP.html?lang=it
Bnp Paribas Easy Eur High Yield Sri Fossil Free Ucits Etf,,,,"11,174","11,174","11,204",,/borsa/etf/scheda/LU2244386053-XPAR.html?lang=it
Bnp Paribas Easy Eur High Yield Sri Fossil Free Ucits Etf,,,,,,"9,374",,/borsa/etf/scheda/LU2244386137-ETFP.html?lang=it
Bnp Paribas Easy Eur High Yield Sri Fossil Free Ucits Etf,,,,"9,359","9,359","9,376",,/borsa/etf/scheda/LU2244386137-XPAR.html?lang=it
Bnp Paribas Easy Eur High Yield Sri Fossil Free Ucits Etf,,,,,,"11,244",,/borsa/etf/scheda/LU2244386053-ETFP.html?lang=it
Bnp Paribas Easy Eur Overnight,"10,204","+0,00",09:18:11,"10,204","10,206","10,204",,/borsa/etf/scheda/LU3025345516-ETFP.html?lang=it
Bnp Paribas Easy Eur Overnight Pea Ucits Etf,,,,,,"10,0185",,/borsa/etf/scheda/LU3215541056-XPAR.html?lang=it
Bnp Paribas Easy Eur Overnight Ucits Etf,"10,2045","+0,00",09:42:00,"10,2045","10,2064","10,2044",,/borsa/etf/scheda/LU3025345516-XPAR.html?lang=it
Bnp Paribas Easy Euro Stoxx 50 Ucits Etf Eur Capitalisation,"19,05","-0,64",10:14:17,"19,05","19,116","19,172",,/borsa/etf/scheda/FR0012739431-XPAR.html?lang=it
Bnp Paribas Easy Euro Stoxx 50 Ucits Etf Eur Distribution,"14,70","-0,51",10:11:19,"14,70","14,708","14,776",,/borsa/etf/scheda/FR0012740983-XPAR.html?lang=it
Bnp Paribas Easy Ftse Epra Nareit Developed Europe Green Ctb,,,,"7,049","7,049","7,089",,/borsa/etf/scheda/LU2914558916-XPAR.html?lang=it
Bnp Paribas Easy Ftse Epra Nareit Developed Europe Green Ctb Ucits Etf,"6,8883","-0,37",10:19:19,"6,8723","6,8883","6,9138",,/borsa/etf/scheda/LU2008763935-XPAR.html?lang=it
Bnp Paribas Easy Ftse Epra Nareit Global Developed Green Ctb Ucits Etf,,,,"9,1227","9,1227","9,1649",,/borsa/etf/scheda/IE0007YP0PL1-XPAR.html?lang=it
Bnp Paribas Easy Ftse Epra Nareit Global Developed Green Ctb Ucits Etf,,,,,,"9,172",,/borsa/etf/scheda/IE0007YP0PL1-ETFP.html?lang=it
Bnp Paribas Easy Ftse Epra/Nareit Eurozone Capped  Ucits Etf Capitalisation,,,,"9,319","9,319","9,368",,/borsa/etf/scheda/LU0950381748-XPAR.html?lang=it
Bnp Paribas Easy Ftse Epra/Nareit Eurozone Capped  Ucits Etf Qd Distribution,,,,"6,934","6,934","6,971",,/borsa/etf/scheda/LU0192223062-XPAR.html?lang=it
"Bnp Paribas Easy Growth Europe [Ucits Etf, C]",,,,"11,164","11,164","11,222",,/borsa/etf/scheda/LU2244387887-XPAR.html?lang=it
"Bnp Paribas Easy Growth Europe [Ucits Etf, C]",,,,,,"11,29",,/borsa/etf/scheda/LU2244387887-ETFP.html?lang=it
Bnp Paribas Easy Ii Bloomberg Us Treasury 0-1y Ucits Etf Usd Acc,"9,0885","+0,14",10:14:32,"9,081","9,092","9,0755",,/borsa/etf/scheda/IE00087GRUR0-ETFP.html?lang=it
Bnp Paribas Easy Ii Bloomberg Us Treasury 25y+ Ucits Etf Usd Acc,"8,242","-0,21",09:04:07,"8,242","8,242","8,259",,/borsa/etf/scheda/IE000GBYNAU4-ETFP.html?lang=it
Bnp Paribas Easy Ii Emerging Corp Bond Pab Ucits Etf Usd Acc,,,,,,"9,2565",,/borsa/etf/scheda/IE00018U4PN8-ETFP.html?lang=it
Bnp Paribas Easy Ii Emerging Corp Bond Pab Ucits Etf Usd Dis,,,,,,"8,605",,/borsa/etf/scheda/IE00066L6LB9-ETFP.html?lang=it
Bnp Paribas Easy Ii Eur Aggregate Bond Opportunities Ucits Etf Eur Acc,,,,,,"10,044",,/borsa/etf/scheda/IE0004HMINW0-ETFP.html?lang=it
Bnp Paribas Easy Ii Eur Aggregate Bond Opportunities Ucits Etf Eur Dis,,,,,,"10,04",,/borsa/etf/scheda/IE00094AECT1-ETFP.html?lang=it
Bnp Paribas Easy Ii Eur Credit Pab Opportunities Ucits Etf Eur Acc,,,,"11,503","11,503","11,522",,/borsa/etf/scheda/IE000JBB8CR7-XPAR.html?lang=it
Bnp Paribas Easy Ii Eur Credit Pab Opportunities Ucits Etf Eur Acc,,,,,,"11,51",,/borsa/etf/scheda/IE000JBB8CR7-ETFP.html?lang=it
Bnp Paribas Easy Ii Eur Credit Pab Opportunities Ucits Etf Eur Dis,,,,,,"10,013",,/borsa/etf/scheda/IE00053HJRU7-ETFP.html?lang=it
Bnp Paribas Easy Ii Global High Yield Opportunities Ucits Etf Usd Acc,,,,,,"9,3265",,/borsa/etf/scheda/IE000O2QIHN4-ETFP.html?lang=it
Bnp Paribas Easy Ii Global High Yield Opportunities Ucits Etf Usd Dis,,,,,,"8,624",,/borsa/etf/scheda/IE0000FA5GB7-ETFP.html?lang=it
Bnp Paribas Easy Ii Global Inflation-Linked Bond Opportunities Ucits Etf Usd Acc,,,,,,"8,8635",,/borsa/etf/scheda/IE000J4FE268-ETFP.html?lang=it
Bnp Paribas Easy Ii Global Inflation-Linked Bond Opportunities Ucits Etf Usd Dis,,,,,,"8,716",,/borsa/etf/scheda/IE0004D7VJE6-ETFP.html?lang=it
Bnp Paribas Easy Ii Msci Emerging Markets Equity Pab Ucits Etf Usd Acc,,,,,,"12,562",,/borsa/etf/scheda/IE000GLIXPP3-ETFP.html?lang=it
Bnp Paribas Easy Ii Msci Emerging Markets Ex China Equity Pab Ucits Etf Usd Acc,,,,,,"13,886",,/borsa/etf/scheda/IE000M4Z0RA5-ETFP.html?lang=it
Bnp Paribas Easy Ii Msci Europe Equity Pab Ucits Etf Eur Acc,,,,,,"13,154",,/borsa/etf/scheda/IE000YASIPS3-ETFP.html?lang=it
Bnp Paribas Easy Ii Msci World Equity Pab Ucits Etf Eur Acc (H),,,,,,"11,578",,/borsa/etf/scheda/IE000TT7HZ88-ETFP.html?lang=it
Bnp Paribas Easy Ii Msci World Equity Pab Ucits Etf Usd Acc,,,,,,"10,804",,/borsa/etf/scheda/IE000SU7USQ3-ETFP.html?lang=it
Bnp Paribas Easy Ii Nasdaq 100 Ucits Etf Eur (H) Acc,"13,098","+2,67",09:59:35,"12,758","13,098","12,758",,/borsa/etf/scheda/IE000STJ19F2-ETFP.html?lang=it
Bnp Paribas Easy Ii Nasdaq 100 Ucits Etf Usd Acc,"19,952","+0,16",09:20:08,"19,952","19,956","19,92",,/borsa/etf/scheda/IE000QDFFK00-XPAR.html?lang=it
Bnp Paribas Easy Ii Nasdaq 100 Ucits Etf Usd Acc,"19,964","+0,22",09:59:36,"19,956","19,964","19,92",,/borsa/etf/scheda/IE000QDFFK00-ETFP.html?lang=it
Bnp Paribas Easy Ii Short Duration Income Opportunities Ucits Etf Eur (H) Acc,,,,,,"10,026",,/borsa/etf/scheda/IE0000U1XBZ0-ETFP.html?lang=it
Bnp Paribas Easy Ii Short Duration Income Opportunities Ucits Etf Eur (H) Dis,,,,,,"9,912",,/borsa/etf/scheda/IE0002FPYN09-ETFP.html?lang=it
Bnp Paribas Easy Ii Short Duration Income Opportunities Ucits Etf Usd Acc,,,,,,"8,83",,/borsa/etf/scheda/IE000N3TZN02-ETFP.html?lang=it
Bnp Paribas Easy Ii Short Duration Income Opportunities Ucits Etf Usd Dis,,,,,,"8,596",,/borsa/etf/scheda/IE000P0AMD16-ETFP.html?lang=it
Bnp Paribas Easy Ii Us High Yield Opportunities Ucits Etf Usd Acc,,,,"12,2575","12,2575","12,2605",,/borsa/etf/scheda/IE000IAPH329-XPMC.html?lang=it
Bnp Paribas Easy Ii Us High Yield Opportunities Ucits Etf Usd Acc,,,,,,"10,4525",,/borsa/etf/scheda/IE000IAPH329-ETFP.html?lang=it
Bnp Paribas Easy Ii Us High Yield Opportunities Ucits Etf Usd Dis,,,,,,"8,486",,/borsa/etf/scheda/IE00069MGEE1-ETFP.html?lang=it
Bnp Paribas Easy Ii Usd Credit Pab Opportunities Ucits Etf Usd Acc,,,,"12,173","12,173","12,186",,/borsa/etf/scheda/IE000N0TTJQ9-XPMC.html?lang=it
Bnp Paribas Easy Ii Usd Credit Pab Opportunities Ucits Etf Usd Acc,,,,,,"10,398",,/borsa/etf/scheda/IE000N0TTJQ9-ETFP.html?lang=it
Bnp Paribas Easy Iimsci Usa Equity Pab Ucits Etf Usd Acc,,,,,,"12,998",,/borsa/etf/scheda/IE000AXIKJM8-ETFP.html?lang=it
Bnp Paribas Easy Jpm Esg Embi Global Diversified Composite Ucits Etf,,,,,,"9,743",,/borsa/etf/scheda/LU1547515137-ETFP.html?lang=it
Bnp Paribas Easy Jpm Esg Embi Global Diversified Composite Ucits Etf,,,,"9,7212","9,7212","9,7578",,/borsa/etf/scheda/LU1547515137-XPAR.html?lang=it
Bnp Paribas Easy Jpm Esg Embi Global Diversified Composite Ucits Etf,,,,"10,8437","10,8437","10,8606",,/borsa/etf/scheda/LU1547515053-XPMC.html?lang=it
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig 1-10y Ucits Etf,,,,"10,014","10,014","10,036",,/borsa/etf/scheda/LU3025346910-XPAR.html?lang=it
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig 1-3y Ucits Etf,,,,"10,254","10,254","10,262",,/borsa/etf/scheda/LU2533810789-XPAR.html?lang=it
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig 1-3y Ucits Etf,,,,,,"10,262",,/borsa/etf/scheda/LU2533810789-ETFP.html?lang=it
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig 1-3y Ucits Etf,,,,,,"10,77",,/borsa/etf/scheda/LU2533810862-ETFP.html?lang=it
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig 1-3y Ucits Etf,,,,"10,77","10,77","10,778",,/borsa/etf/scheda/LU2533810862-XPAR.html?lang=it
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig 10y+ Ucits Etf,,,,"9,6856","9,6856","9,7599",,/borsa/etf/scheda/LU2742533552-XPAR.html?lang=it
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig 10y+ Ucits Etf,,,,,,"9,984",,/borsa/etf/scheda/LU2742533636-ETFP.html?lang=it
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig 10y+ Ucits Etf,,,,"9,9284","9,9284","9,984",,/borsa/etf/scheda/LU2742533636-XPAR.html?lang=it
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig 3-5y Ucits Etf,,,,"9,7667","9,7667","9,7803",,/borsa/etf/scheda/LU2244387457-XPAR.html?lang=it
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig 3-5y Ucits Etf,"9,774","-0,07",09:47:08,"9,768","9,774","9,781",,/borsa/etf/scheda/LU2244387457-ETFP.html?lang=it
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig 5-7y Ucits Etf,,,,,,"10,068",,/borsa/etf/scheda/LU2993392898-ETFP.html?lang=it
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig 5-7y Ucits Etf,,,,,,"10,068",,/borsa/etf/scheda/LU2993392898-XPAR.html?lang=it
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig 7-10y Ucits Etf,,,,"9,974","9,974","10,014",,/borsa/etf/scheda/LU3086262709-XPAR.html?lang=it
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig Ucits Etf,"9,4543","-0,13",09:30:00,"9,445","9,4543","9,467",,/borsa/etf/scheda/LU1481202692-XPAR.html?lang=it
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig Ucits Etf,"9,459","-0,03",09:58:29,"9,456","9,459","9,462",,/borsa/etf/scheda/LU1481202692-ETFP.html?lang=it
Bnp Paribas Easy Jpm Esg Green Social & Sustainability Ig Eur Bond Ucits Etf,,,,,,"7,6683",,/borsa/etf/scheda/LU2365458731-XPAR.html?lang=it
Bnp Paribas Easy Jpm Esg Green Social & Sustainability Ig Eur Bond Ucits Etf,,,,,,"8,213",,/borsa/etf/scheda/LU2365458814-ETFP.html?lang=it
Bnp Paribas Easy Jpm Esg Green Social & Sustainability Ig Eur Bond Ucits Etf,,,,"8,195","8,195","8,213",,/borsa/etf/scheda/LU2365458814-XPAR.html?lang=it
Bnp Paribas Easy Jpm Tilted Emu Government Bond Ig 0-1y Ucits Etf,,,,,,"10,03",,/borsa/etf/scheda/LU3215539589-XPAR.html?lang=it
Bnp Paribas Easy Low Carbon 100 Europe Pab,,,,"1.385,00","1.385,00","1.385,40",,/borsa/etf/scheda/LU2777377875-XPAR.html?lang=it
Bnp Paribas Easy Low Carbon 100 Europe Pab,"278,80","-0,13",09:04:15,"278,80","278,80","279,15",,/borsa/etf/scheda/LU1377382368-XPAR.html?lang=it
Bnp Paribas Easy Low Carbon 100 Europe Pab,,,,"11,562","11,562","11,596",,/borsa/etf/scheda/LU1377382442-XPAR.html?lang=it
Bnp Paribas Easy Low Carbon 300 World Pab Ucits Etf Capitalisation,,,,"17,6774","17,6774","17,7398",,/borsa/etf/scheda/LU2194449075-XPAR.html?lang=it
Bnp Paribas Easy Low Vol Europe,,,,"167,54","167,54","167,96",,/borsa/etf/scheda/LU1481201025-XPAR.html?lang=it
"Bnp Paribas Easy Low Vol Europe [Ucits Etf, C]",,,,,,"213,90",,/borsa/etf/scheda/LU1377381717-ETFP.html?lang=it
"Bnp Paribas Easy Low Vol Europe [Ucits Etf, C]","213,15","-0,07",09:04:22,"213,15","213,25","213,30",,/borsa/etf/scheda/LU1377381717-XPAR.html?lang=it
Bnp Paribas Easy Msci Acwi,"10,386","-0,10",09:46:24,"10,376","10,386","10,396",,/borsa/etf/scheda/LU3243907741-XPAR.html?lang=it
Bnp Paribas Easy Msci Acwi Sri Pab Ucits Etf,,,,"13,3156","13,3156","13,3723",,/borsa/etf/scheda/IE000WQ5O293-XPMC.html?lang=it
Bnp Paribas Easy Msci Acwi Sri Pab Ucits Etf,,,,"12,1234","12,1234","12,1497",,/borsa/etf/scheda/IE0004HBJKG0-XPAR.html?lang=it
Bnp Paribas Easy Msci Acwi Sri Pab Ucits Etf,,,,,,"12,154",,/borsa/etf/scheda/IE0004HBJKG0-ETFP.html?lang=it
Bnp Paribas Easy Msci China Min Te,,,,"7,0792","7,0792","7,1916",,/borsa/etf/scheda/LU2314312922-XPMC.html?lang=it
"Bnp Paribas Easy Msci China Min Te [Ucits Etf Eur, C]",,,,,,"7,28",,/borsa/etf/scheda/LU2314312849-ETFP.html?lang=it
"Bnp Paribas Easy Msci China Min Te [Ucits Etf Eur, C]","7,1819","-1,46",10:07:38,"7,1687","7,1876","7,2883",,/borsa/etf/scheda/LU2314312849-XPAR.html?lang=it
"Bnp Paribas Easy Msci Emerging Min Te [Ucits Etf Eur, C]","15,65","-0,76",09:04:10,"15,65","15,65","15,77",,/borsa/etf/scheda/LU1291097779-ETFP.html?lang=it
"Bnp Paribas Easy Msci Emerging Min Te [Ucits Etf Eur, C]","15,5952","-1,01",10:08:22,"15,5952","15,6482","15,754",,/borsa/etf/scheda/LU1291097779-XPAR.html?lang=it
Bnp Paribas Easy Msci Emerging Sri Pab Ucits Etf,,,,,,"121,94",,/borsa/etf/scheda/LU1659681313-ETFP.html?lang=it
Bnp Paribas Easy Msci Emerging Sri Pab Ucits Etf,,,,"120,44","120,44","121,59",,/borsa/etf/scheda/LU1659681313-XPAR.html?lang=it
Bnp Paribas Easy Msci Emerging Sri Pab Ucits Etf,,,,"16,0629","16,0629","16,2378",,/borsa/etf/scheda/LU1659681230-XPAR.html?lang=it
Bnp Paribas Easy Msci Emerging Sri Pab Ucits Etf,"185,98","-1,12",09:04:19,"185,98","185,98","188,08",,/borsa/etf/scheda/LU1291098314-XPMC.html?lang=it
Bnp Paribas Easy Msci Emerging Ucits Etf Eur,"10,894","-0,89",10:11:04,"10,894","10,912","10,992",,/borsa/etf/scheda/LU3257630437-XPAR.html?lang=it
"Bnp Paribas Easy Msci Emu Min Te [Ucits Etf, C]",,,,,,"19,064",,/borsa/etf/scheda/LU1291098827-ETFP.html?lang=it
"Bnp Paribas Easy Msci Emu Min Te [Ucits Etf, C]","19,014","-0,23",09:52:10,"18,984","19,014","19,058",,/borsa/etf/scheda/LU1291098827-XPAR.html?lang=it
Bnp Paribas Easy Msci Emu Sri Pab Ucits Etf,"17,36","-0,47",10:08:02,"17,3452","17,36","17,4426",,/borsa/etf/scheda/LU1953137681-XPAR.html?lang=it
Bnp Paribas Easy Msci Emu Sri Pab Ucits Etf,,,,,,"17,436",,/borsa/etf/scheda/LU1953137681-ETFP.html?lang=it
Bnp Paribas Easy Msci Emu Ucits Etf,,,,,,"10,018",,/borsa/etf/scheda/LU3215536486-XPAR.html?lang=it
"Bnp Paribas Easy Msci Europe Min Te [Ucits Etf, C]","19,262","-0,13",09:43:34,"19,216","19,262","19,288",,/borsa/etf/scheda/LU1291099718-XPAR.html?lang=it
"Bnp Paribas Easy Msci Europe Min Te [Ucits Etf, C]","19,262","-0,15",09:43:34,"19,262","19,262","19,29",,/borsa/etf/scheda/LU1291099718-ETFP.html?lang=it
Bnp Paribas Easy Msci Europe Small Caps Sri Pab Ucits Etf,,,,,,"323,60",,/borsa/etf/scheda/LU1291101555-ETFP.html?lang=it
Bnp Paribas Easy Msci Europe Small Caps Sri Pab Ucits Etf,"323,258","-0,02",09:26:00,"322,978","323,258","323,308",,/borsa/etf/scheda/LU1291101555-XPAR.html?lang=it
Bnp Paribas Easy Msci Europe Sri Pab Ucits Etf,,,,"37,585","37,585","37,788",,/borsa/etf/scheda/LU1753045332-XPAR.html?lang=it
Bnp Paribas Easy Msci Europe Sri Pab Ucits Etf,,,,"31,8053","31,8053","31,9645",,/borsa/etf/scheda/LU1753045415-XPAR.html?lang=it
Bnp Paribas Easy Msci Europe Sri Pab Ucits Etf,,,,,,"31,985",,/borsa/etf/scheda/LU1753045415-ETFP.html?lang=it
Bnp Paribas Easy Msci Europe Ucits Etf,,,,"10,81","10,81","10,846",,/borsa/etf/scheda/LU3086268573-XPAR.html?lang=it
Bnp Paribas Easy Msci Japan Min Te,"18,401","-0,18",10:01:20,"18,3711","18,4181","18,4334",,/borsa/etf/scheda/LU1291102447-XPAR.html?lang=it
Bnp Paribas Easy Msci Japan Min Te,,,,"14,189","14,189","14,2478",,/borsa/etf/scheda/LU2800573128-XPMC.html?lang=it
"Bnp Paribas Easy Msci Japan Min Te [Ucits Etf H Eur, C]","26,7077","+0,10",09:52:51,"26,6902","26,7077","26,681",,/borsa/etf/scheda/LU1481203070-XPAR.html?lang=it
"Bnp Paribas Easy Msci Japan Min Te [Ucits Etf H Eur, C]","26,675","-0,41",09:30:14,"26,675","26,71","26,785",,/borsa/etf/scheda/LU1481203070-ETFP.html?lang=it
Bnp Paribas Easy Msci Japan Sri Pab Ucits Etf,"26,9997","-0,88",10:15:08,"26,9893","27,0056","27,239",,/borsa/etf/scheda/LU1753045845-XPAR.html?lang=it
Bnp Paribas Easy Msci Japan Sri Pab Ucits Etfbnp Paribas Easy Msci Japan Sri Pab Ucits Etf,"22,4781","-0,80",10:14:08,"22,4427","22,4937","22,6603",,/borsa/etf/scheda/LU1753045928-XPAR.html?lang=it
Bnp Paribas Easy Msci Japan Sri Pab Ucits Etfbnp Paribas Easy Msci Japan Sri Pab Ucits Etf,"22,465","-0,84",10:15:08,"22,445","22,465","22,655",,/borsa/etf/scheda/LU1753045928-ETFP.html?lang=it
Bnp Paribas Easy Msci Japan Ucits Etf,,,,"11,056","11,056","11,078",,/borsa/etf/scheda/LU3086269894-XPAR.html?lang=it
"Bnp Paribas Easy Msci Pacific Ex Japan Min Te [Ucits Etf, C]","16,5155","-0,47",09:04:04,"16,5155","16,5155","16,593",,/borsa/etf/scheda/LU1291106356-XPAR.html?lang=it
"Bnp Paribas Easy Msci Pacific Ex Japan Min Te [Ucits Etf, C]","16,516","-0,45",09:04:16,"16,516","16,516","16,59",,/borsa/etf/scheda/LU1291106356-ETFP.html?lang=it
"Bnp Paribas Easy Msci Usa Min Te [Ucits Etf, C]",,,,,,"27,705",,/borsa/etf/scheda/LU1291104575-ETFP.html?lang=it
"Bnp Paribas Easy Msci Usa Min Te [Ucits Etf, C]",,,,"27,6886","27,6886","27,7075",,/borsa/etf/scheda/LU1291104575-XPAR.html?lang=it
Bnp Paribas Easy Msci Usa Small Cap Min Te Ucits Etf,"12,1963","-0,11",09:54:33,"12,1786","12,1983","12,2094",,/borsa/etf/scheda/IE00050J4789-XPAR.html?lang=it
Bnp Paribas Easy Msci Usa Small Cap Min Te Ucits Etf Eur Acc,,,,,,"12,21",,/borsa/etf/scheda/IE00050J4789-ETFP.html?lang=it
Bnp Paribas Easy Msci Usa Sri Pab Ucits Etf,,,,,,"20,34",,/borsa/etf/scheda/LU1659681669-ETFP.html?lang=it
Bnp Paribas Easy Msci Usa Sri Pab Ucits Etf,"20,4616","+0,68",09:50:45,"20,407","20,4616","20,3225",,/borsa/etf/scheda/LU1659681669-XPAR.html?lang=it
Bnp Paribas Easy Msci Usa Sri Pab Ucits Etf,,,,"22,0638","22,0638","22,0048",,/borsa/etf/scheda/LU1659681586-XPAR.html?lang=it
Bnp Paribas Easy Msci Usa Sri Pab Ucits Etf,"23,0297","+0,27",10:19:50,"23,011","23,0374","22,9668",,/borsa/etf/scheda/LU1291103338-XPMC.html?lang=it
Bnp Paribas Easy Msci Usa Ucits Etf,,,,"10,238","10,238","10,25",,/borsa/etf/scheda/IE000M46QA27-XPAR.html?lang=it
Bnp Paribas Easy Msci World Equal Weight Select Ucits Etf,,,,"12,2192","12,2192","12,2591",,/borsa/etf/scheda/IE0008D0AIU9-XPAR.html?lang=it
Bnp Paribas Easy Msci World Equal Weight Select Ucits Etf Eur Acc,,,,,,"12,26",,/borsa/etf/scheda/IE0008D0AIU9-ETFP.html?lang=it
Bnp Paribas Easy Msci World Esg Filtered Min Te Ucits Etf,,,,"12,9923","12,9923","13,0335",,/borsa/etf/scheda/IE000EHPAS96-XPAR.html?lang=it
Bnp Paribas Easy Msci World Ii Ucits Etf Eur,,,,"10,458","10,458","10,474",,/borsa/etf/scheda/LU3173209654-XPAR.html?lang=it
Bnp Paribas Easy Msci World Min Te Ucits Etf,,,,,,"16,084",,/borsa/etf/scheda/IE000W8HP9L8-ETFP.html?lang=it
Bnp Paribas Easy Msci World Min Te Ucits Etf,,,,"16,0545","16,0545","16,0809",,/borsa/etf/scheda/IE000W8HP9L8-XPAR.html?lang=it
Bnp Paribas Easy Msci World Min Te Ucits Etf,,,,"17,9684","17,9684","18,0262",,/borsa/etf/scheda/IE0008FB2WZ1-XPMC.html?lang=it
Bnp Paribas Easy Msci World Sri Pab Ucits Etf,"21,935","+0,14",09:50:26,"21,905","21,935","21,905",,/borsa/etf/scheda/LU1615092217-ETFP.html?lang=it
Bnp Paribas Easy Msci World Sri Pab Ucits Etf,"21,0304","-0,20",09:04:07,"21,0304","21,0304","21,0726",,/borsa/etf/scheda/LU1291108642-XPMC.html?lang=it
Bnp Paribas Easy Msci World Sri Pab Ucits Etf,,,,"12,1182","12,1182","12,1115",,/borsa/etf/scheda/LU2641925016-XPAR.html?lang=it
Bnp Paribas Easy Msci World Sri Pab Ucits Etf,"21,9275","+0,12",09:30:00,"21,892","21,9275","21,9005",,/borsa/etf/scheda/LU1615092217-XPAR.html?lang=it
