ISIN,Rendimento_annuo%,Perf_1mese%,Perf_6mesi%,Perf_1anno%,Volatilita_annua%,Max_Drawdown%,VaR_95%_giorno,CVaR_95%_giorno,Ulcer_Index,Sharpe_Ratio,Sortino_Ratio,Calmar_Ratio,Omega_Ratio,Pain_Ratio,Beta,Alpha%,R_Squared,Tracking_Error%,Information_Ratio,Winrate%
IE00B7N3YW49,5.22,1.77,1.83,8.55,5.39,-9.55,-0.54,-0.82,2.5996,0.302,0.379,0.547,1.057,2.009,,,,,,55.0
IE000264WWY0,4.42,0.53,-0.25,1.51,2.79,-1.72,-0.27,-0.35,0.5984,0.297,0.485,2.575,1.053,7.391,,,,,,54.1
LU1681039647,4.51,0.87,-0.82,1.73,3.19,-2.72,-0.3,-0.41,0.7061,0.288,0.456,1.661,1.049,6.392,,,,,,55.2
LU1390062831,4.84,1.7,3.14,5.53,4.49,-5.06,-0.44,-0.65,1.4758,0.278,0.394,0.957,1.051,3.281,,,,,,54.9
LU2673523481,4.75,0.96,-1.09,1.9,4.2,-3.03,-0.43,-0.55,1.0473,0.276,0.428,1.571,1.048,4.538,,,,,,54.2
IE000H5X52W8,3.99,0.33,0.32,1.67,1.73,-1.24,-0.14,-0.23,0.3321,0.228,0.341,3.215,1.041,12.008,,,,,,51.8
LU1390062245,4.37,0.74,3.55,4.17,3.68,-4.32,-0.33,-0.53,1.1396,0.211,0.291,1.012,1.038,3.833,,,,,,51.0
LU2673523564,4.67,1.09,-1.53,1.7,5.11,-3.67,-0.5,-0.69,1.4798,0.21,0.313,1.271,1.036,3.154,,,,,,53.3
LU2446383338,4.27,0.85,-0.65,1.43,3.38,-3.09,-0.31,-0.46,0.8763,0.2,0.249,1.381,1.042,4.873,,,,,,32.4
IE00BCRY6003,4.66,1.62,1.68,7.19,5.44,-8.41,-0.48,-0.77,2.1204,0.195,0.266,0.554,1.036,2.196,,,,,,52.0
LU1681040900,3.96,0.7,2.11,5.22,2.05,-1.9,-0.16,-0.29,0.4,0.18,0.22,2.09,1.038,9.906,,,,,,58.6
IE0006QCIHM0,4.58,0.46,-1.86,1.67,5.65,-6.94,-0.54,-0.73,2.2271,0.174,0.29,0.66,1.029,2.056,,,,,,51.9
IE000589MF42,4.64,0.51,-1.75,0.21,6.05,-4.52,-0.53,-0.78,1.7584,0.173,0.263,1.026,1.032,2.638,,,,,,51.0
IE00BGYWSW13,3.87,0.25,0.3,1.98,1.62,-0.94,-0.15,-0.22,0.2681,0.17,0.24,4.135,1.03,14.429,,,,,,56.9
IE000UX5WPU4,4.35,1.02,-0.98,2.13,4.66,-9.99,-0.43,-0.62,3.0761,0.162,0.25,0.435,1.029,1.414,,,,,,51.9
IE000QADMYA3,4.16,0.86,-1.01,1.52,3.84,-3.65,-0.36,-0.51,1.0898,0.148,0.214,1.142,1.027,3.82,,,,,,49.9
